"number","date_time","acc_x","acc_y","acc_z","datetime","v_x","v_y","v_z","v_total","v_x_smooth","v_y_smooth","v_z_smooth","v_total_smooth"
1526,"12/07/2024 15:15",-9.07425,-6.62175,0.73575,NA,NA,NA,NA,NA,NA,NA,NA,NA
1527,"12/07/2024 15:30",-8.3385,3.18825,-5.15025,NA,NA,NA,NA,NA,NA,NA,NA,NA
1528,"12/07/2024 15:45",-9.81,-0.73575,0.4905,NA,NA,NA,NA,NA,NA,NA,NA,NA
1529,"12/07/2024 16:00",-8.829,-4.16925,3.924,NA,NA,NA,NA,NA,NA,NA,NA,NA
1530,"12/07/2024 16:15",-11.03625,-2.943,1.71675,NA,NA,NA,NA,NA,NA,NA,NA,NA
1531,"12/07/2024 16:30",-10.05525,-4.16925,0.981,NA,NA,NA,NA,NA,NA,NA,NA,NA
1532,"12/07/2024 16:45",-7.848,-2.4525,6.867,NA,NA,NA,NA,NA,NA,NA,NA,NA
1533,"12/07/2024 17:00",-10.54575,-3.18825,-0.24525,NA,NA,NA,NA,NA,NA,NA,NA,NA
1534,"12/07/2024 17:15",-10.3005,-1.962,1.22625,NA,NA,NA,NA,NA,NA,NA,NA,NA
1535,"12/07/2024 17:30",-8.3385,0.981,6.13125,NA,NA,NA,NA,NA,NA,NA,NA,NA
1536,"12/07/2024 17:45",-10.05525,-0.73575,-1.4715,NA,NA,NA,NA,NA,NA,NA,NA,NA
1537,"12/07/2024 18:00",-7.848,-4.4145,-2.69775,NA,NA,NA,NA,NA,NA,NA,NA,NA
1538,"12/07/2024 18:15",-10.05525,-2.4525,0.24525,NA,NA,NA,NA,NA,NA,NA,NA,NA
1539,"12/07/2024 18:30",-6.62175,-1.962,0.4905,NA,NA,NA,NA,NA,NA,NA,NA,NA
1540,"12/07/2024 18:45",-10.05525,-1.71675,2.943,NA,NA,NA,NA,NA,NA,NA,NA,NA
1541,"12/07/2024 19:00",-9.56475,-1.962,-1.22625,NA,NA,NA,NA,NA,NA,NA,NA,NA
1542,"12/07/2024 19:15",-9.81,2.4525,-2.69775,NA,NA,NA,NA,NA,NA,NA,NA,NA
1543,"12/07/2024 19:30",-10.05525,-2.943,-1.22625,NA,NA,NA,NA,NA,NA,NA,NA,NA
1544,"12/07/2024 19:45",-7.3575,-4.905,5.64075,NA,NA,NA,NA,NA,NA,NA,NA,NA
1545,"12/07/2024 20:00",-9.81,-1.962,-1.4715,NA,NA,NA,NA,NA,NA,NA,NA,NA
1546,"12/07/2024 20:15",-9.56475,-2.69775,0.24525,NA,NA,NA,NA,NA,NA,NA,NA,NA
1547,"12/07/2024 20:30",-9.07425,-2.20725,-3.4335,NA,NA,NA,NA,NA,NA,NA,NA,NA
1548,"12/07/2024 20:45",-10.05525,-3.18825,0.24525,NA,NA,NA,NA,NA,NA,NA,NA,NA
1549,"12/07/2024 21:00",-10.54575,-2.4525,0.24525,NA,NA,NA,NA,NA,NA,NA,NA,NA
1550,"12/07/2024 21:15",-10.54575,-2.4525,-0.73575,NA,NA,NA,NA,NA,NA,NA,NA,NA
1551,"12/07/2024 21:30",-9.07425,1.4715,-1.71675,NA,NA,NA,NA,NA,NA,NA,NA,NA
1552,"12/07/2024 21:45",-10.791,-3.4335,1.22625,NA,NA,NA,NA,NA,NA,NA,NA,NA
1553,"12/07/2024 22:00",-10.05525,-2.20725,-0.24525,NA,NA,NA,NA,NA,NA,NA,NA,NA
1554,"12/07/2024 22:15",-9.56475,-4.4145,-1.71675,NA,NA,NA,NA,NA,NA,NA,NA,NA
1555,"12/07/2024 22:30",-7.60275,1.4715,-5.15025,NA,NA,NA,NA,NA,NA,NA,NA,NA
1556,"12/07/2024 22:45",-9.56475,-2.20725,-2.4525,NA,NA,NA,NA,NA,NA,NA,NA,NA
1557,"12/07/2024 23:00",-9.81,-3.18825,-0.981,NA,NA,NA,NA,NA,NA,NA,NA,NA
1558,"12/07/2024 23:15",-10.54575,-2.4525,0.24525,NA,NA,NA,NA,NA,NA,NA,NA,NA
1559,"12/07/2024 23:30",-10.05525,-3.18825,0.73575,NA,NA,NA,NA,NA,NA,NA,NA,NA
1560,"12/07/2024 23:45",-11.03625,-1.71675,-1.22625,NA,NA,NA,NA,NA,NA,NA,NA,NA
1561,"12/08/2024 00:00",-10.05525,-1.4715,-0.981,NA,NA,NA,NA,NA,NA,NA,NA,NA
1562,"12/08/2024 00:15",-10.54575,-0.73575,-0.981,NA,NA,NA,NA,NA,NA,NA,NA,NA
1563,"12/08/2024 00:30",-8.3385,-3.4335,-1.962,NA,NA,NA,NA,NA,NA,NA,NA,NA
1564,"12/08/2024 00:45",-10.54575,-2.20725,-0.24525,NA,NA,NA,NA,NA,NA,NA,NA,NA
1565,"12/08/2024 01:00",-10.3005,-3.18825,0.4905,NA,NA,NA,NA,NA,NA,NA,NA,NA
1566,"12/08/2024 01:15",-10.54575,-1.962,-2.20725,NA,NA,NA,NA,NA,NA,NA,NA,NA
1567,"12/08/2024 01:30",-9.3195,-2.20725,-4.16925,NA,NA,NA,NA,NA,NA,NA,NA,NA
1568,"12/08/2024 01:45",-9.81,0.4905,-3.4335,NA,NA,NA,NA,NA,NA,NA,NA,NA
1569,"12/08/2024 02:00",-9.56475,-2.943,-1.71675,NA,NA,NA,NA,NA,NA,NA,NA,NA
1570,"12/08/2024 02:15",-8.829,0.24525,-3.18825,NA,NA,NA,NA,NA,NA,NA,NA,NA
1571,"12/08/2024 02:30",-9.07425,-0.4905,-4.16925,NA,NA,NA,NA,NA,NA,NA,NA,NA
1572,"12/08/2024 02:45",-9.56475,-1.22625,-2.943,NA,NA,NA,NA,NA,NA,NA,NA,NA
1573,"12/08/2024 03:00",-11.03625,-1.22625,-0.73575,NA,NA,NA,NA,NA,NA,NA,NA,NA
1574,"12/08/2024 03:15",-10.05525,-1.71675,-2.4525,NA,NA,NA,NA,NA,NA,NA,NA,NA
1575,"12/08/2024 03:30",-9.81,-2.20725,-1.71675,NA,NA,NA,NA,NA,NA,NA,NA,NA
1576,"12/08/2024 03:45",-9.3195,-1.4715,-2.4525,NA,NA,NA,NA,NA,NA,NA,NA,NA
1577,"12/08/2024 04:00",-10.05525,-1.22625,-0.24525,NA,NA,NA,NA,NA,NA,NA,NA,NA
1578,"12/08/2024 04:15",-10.05525,-2.20725,0.24525,NA,NA,NA,NA,NA,NA,NA,NA,NA
1579,"12/08/2024 04:30",-10.05525,-1.4715,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1580,"12/08/2024 04:45",-10.3005,-1.962,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1581,"12/08/2024 05:00",-9.81,-1.962,0.24525,NA,NA,NA,NA,NA,NA,NA,NA,NA
1582,"12/08/2024 05:15",-10.05525,-2.4525,0.24525,NA,NA,NA,NA,NA,NA,NA,NA,NA
1583,"12/08/2024 05:30",-10.05525,-1.71675,0.24525,NA,NA,NA,NA,NA,NA,NA,NA,NA
1584,"12/08/2024 05:45",-10.05525,-1.22625,0.24525,NA,NA,NA,NA,NA,NA,NA,NA,NA
1585,"12/08/2024 06:00",-10.3005,-1.962,1.22625,NA,NA,NA,NA,NA,NA,NA,NA,NA
1586,"12/08/2024 06:15",-10.05525,-2.20725,0.4905,NA,NA,NA,NA,NA,NA,NA,NA,NA
1587,"12/08/2024 06:30",-10.3005,-2.4525,1.962,NA,NA,NA,NA,NA,NA,NA,NA,NA
1588,"12/08/2024 06:45",-9.81,-1.71675,2.20725,NA,NA,NA,NA,NA,NA,NA,NA,NA
1589,"12/08/2024 07:00",-9.56475,-2.69775,2.69775,NA,NA,NA,NA,NA,NA,NA,NA,NA
1590,"12/08/2024 07:15",-10.3005,-3.18825,1.4715,NA,NA,NA,NA,NA,NA,NA,NA,NA
1591,"12/08/2024 07:30",-10.3005,-1.962,1.71675,NA,NA,NA,NA,NA,NA,NA,NA,NA
1592,"12/08/2024 07:45",-9.81,-2.69775,1.71675,NA,NA,NA,NA,NA,NA,NA,NA,NA
1593,"12/08/2024 08:00",-9.81,-1.962,2.20725,NA,NA,NA,NA,NA,NA,NA,NA,NA
1594,"12/08/2024 08:15",-9.81,-2.20725,1.71675,NA,NA,NA,NA,NA,NA,NA,NA,NA
1595,"12/08/2024 08:30",-10.05525,-1.71675,1.71675,NA,NA,NA,NA,NA,NA,NA,NA,NA
1596,"12/08/2024 08:45",-9.81,-3.924,-1.962,NA,NA,NA,NA,NA,NA,NA,NA,NA
1597,"12/08/2024 09:00",-9.3195,-4.65975,-1.4715,NA,NA,NA,NA,NA,NA,NA,NA,NA
1598,"12/08/2024 09:15",-9.56475,-2.20725,-2.69775,NA,NA,NA,NA,NA,NA,NA,NA,NA
1599,"12/08/2024 09:30",-9.81,-2.4525,-1.22625,NA,NA,NA,NA,NA,NA,NA,NA,NA
1600,"12/08/2024 09:45",-10.3005,-2.69775,-0.24525,NA,NA,NA,NA,NA,NA,NA,NA,NA
1601,"12/08/2024 10:00",-10.3005,-2.4525,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1602,"12/08/2024 10:15",-10.05525,-1.71675,-1.4715,NA,NA,NA,NA,NA,NA,NA,NA,NA
1603,"12/08/2024 10:30",-10.05525,-2.20725,0.4905,NA,NA,NA,NA,NA,NA,NA,NA,NA
1604,"12/08/2024 10:45",-10.05525,-1.4715,0.24525,NA,NA,NA,NA,NA,NA,NA,NA,NA
1605,"12/08/2024 11:00",-10.05525,-1.4715,0.24525,NA,NA,NA,NA,NA,NA,NA,NA,NA
1606,"12/08/2024 11:15",-10.05525,-1.962,0.73575,NA,NA,NA,NA,NA,NA,NA,NA,NA
1607,"12/08/2024 11:30",-10.3005,-2.4525,0.4905,NA,NA,NA,NA,NA,NA,NA,NA,NA
1608,"12/08/2024 11:45",-9.81,-0.4905,-1.4715,NA,NA,NA,NA,NA,NA,NA,NA,NA
1609,"12/08/2024 12:00",-10.05525,-1.4715,0.73575,NA,NA,NA,NA,NA,NA,NA,NA,NA
1610,"12/08/2024 12:15",-9.81,-1.962,0.981,NA,NA,NA,NA,NA,NA,NA,NA,NA
1611,"12/08/2024 12:30",-10.05525,-1.962,0.981,NA,NA,NA,NA,NA,NA,NA,NA,NA
1612,"12/08/2024 12:45",-9.81,-1.962,0.981,NA,NA,NA,NA,NA,NA,NA,NA,NA
1613,"12/08/2024 13:00",-10.3005,-1.71675,1.22625,NA,NA,NA,NA,NA,NA,NA,NA,NA
1614,"12/08/2024 13:15",-10.3005,-1.71675,0.981,NA,NA,NA,NA,NA,NA,NA,NA,NA
1615,"12/08/2024 13:30",-9.81,-2.20725,0.73575,NA,NA,NA,NA,NA,NA,NA,NA,NA
1616,"12/08/2024 13:45",-10.54575,-2.20725,0.73575,NA,NA,NA,NA,NA,NA,NA,NA,NA
1617,"12/08/2024 14:00",-10.05525,-1.4715,-0.981,NA,NA,NA,NA,NA,NA,NA,NA,NA
1618,"12/08/2024 14:15",-9.56475,-2.20725,-1.4715,NA,NA,NA,NA,NA,NA,NA,NA,NA
1619,"12/08/2024 14:30",-11.03625,-2.4525,0.24525,NA,NA,NA,NA,NA,NA,NA,NA,NA
1620,"12/08/2024 14:45",-9.56475,-0.981,0.981,NA,NA,NA,NA,NA,NA,NA,NA,NA
1621,"12/08/2024 15:00",-10.05525,-1.4715,0.73575,NA,NA,NA,NA,NA,NA,NA,NA,NA
1622,"12/08/2024 15:15",-10.05525,-1.22625,0.73575,NA,NA,NA,NA,NA,NA,NA,NA,NA
1623,"12/08/2024 15:30",-10.54575,-1.71675,0.24525,NA,NA,NA,NA,NA,NA,NA,NA,NA
1624,"12/08/2024 15:45",-10.05525,-0.4905,-0.981,NA,NA,NA,NA,NA,NA,NA,NA,NA
1625,"12/08/2024 16:00",-10.3005,-2.4525,0.24525,NA,NA,NA,NA,NA,NA,NA,NA,NA
1626,"12/08/2024 16:15",-10.05525,-1.22625,-0.24525,NA,NA,NA,NA,NA,NA,NA,NA,NA
1627,"12/08/2024 16:30",-9.81,-1.22625,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1628,"12/08/2024 16:45",-10.05525,-1.4715,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1629,"12/08/2024 17:00",-10.3005,-2.69775,0.24525,NA,NA,NA,NA,NA,NA,NA,NA,NA
1630,"12/08/2024 17:15",-10.05525,-1.71675,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1631,"12/08/2024 17:30",-10.05525,-1.962,-0.4905,NA,NA,NA,NA,NA,NA,NA,NA,NA
1632,"12/08/2024 17:45",-10.05525,-1.962,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1633,"12/08/2024 18:00",-10.05525,-1.4715,0.24525,NA,NA,NA,NA,NA,NA,NA,NA,NA
1634,"12/08/2024 18:15",-10.05525,-1.962,-1.22625,NA,NA,NA,NA,NA,NA,NA,NA,NA
1635,"12/08/2024 18:30",-10.3005,-1.962,0.24525,NA,NA,NA,NA,NA,NA,NA,NA,NA
1636,"12/08/2024 18:45",-10.3005,-1.962,0.24525,NA,NA,NA,NA,NA,NA,NA,NA,NA
1637,"12/08/2024 19:00",-10.05525,-2.4525,0.24525,NA,NA,NA,NA,NA,NA,NA,NA,NA
1638,"12/08/2024 19:15",-10.791,-0.981,0.24525,NA,NA,NA,NA,NA,NA,NA,NA,NA
1639,"12/08/2024 19:30",-10.05525,-1.22625,-0.73575,NA,NA,NA,NA,NA,NA,NA,NA,NA
1640,"12/08/2024 19:45",-10.05525,-2.20725,-0.73575,NA,NA,NA,NA,NA,NA,NA,NA,NA
1641,"12/08/2024 20:00",-10.54575,-2.943,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1642,"12/08/2024 20:15",-10.05525,-2.4525,-1.22625,NA,NA,NA,NA,NA,NA,NA,NA,NA
1643,"12/08/2024 20:30",-10.05525,-1.71675,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1644,"12/08/2024 20:45",-10.54575,-1.4715,-0.4905,NA,NA,NA,NA,NA,NA,NA,NA,NA
1645,"12/08/2024 21:00",-9.81,-1.962,-1.22625,NA,NA,NA,NA,NA,NA,NA,NA,NA
1646,"12/08/2024 21:15",-9.56475,-1.22625,-2.20725,NA,NA,NA,NA,NA,NA,NA,NA,NA
1647,"12/08/2024 21:30",-10.05525,-2.20725,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1648,"12/08/2024 21:45",-10.05525,-1.962,-0.73575,NA,NA,NA,NA,NA,NA,NA,NA,NA
1649,"12/08/2024 22:00",-9.81,-1.962,-0.4905,NA,NA,NA,NA,NA,NA,NA,NA,NA
1650,"12/08/2024 22:15",-10.05525,-1.962,0.24525,NA,NA,NA,NA,NA,NA,NA,NA,NA
1651,"12/08/2024 22:30",-9.81,-1.71675,0.24525,NA,NA,NA,NA,NA,NA,NA,NA,NA
1652,"12/08/2024 22:45",-10.05525,-2.69775,-0.24525,NA,NA,NA,NA,NA,NA,NA,NA,NA
1653,"12/08/2024 23:00",-9.56475,-2.943,-2.4525,NA,NA,NA,NA,NA,NA,NA,NA,NA
1654,"12/08/2024 23:15",-10.3005,-2.4525,0.981,NA,NA,NA,NA,NA,NA,NA,NA,NA
1655,"12/08/2024 23:30",-10.05525,-2.4525,1.22625,NA,NA,NA,NA,NA,NA,NA,NA,NA
1656,"12/08/2024 23:45",-10.05525,-1.71675,0.981,NA,NA,NA,NA,NA,NA,NA,NA,NA
1657,"12/09/2024 00:00",-10.3005,-2.4525,0.981,NA,NA,NA,NA,NA,NA,NA,NA,NA
1658,"12/09/2024 00:15",-10.05525,-2.4525,0.4905,NA,NA,NA,NA,NA,NA,NA,NA,NA
1659,"12/09/2024 00:30",-10.05525,-1.962,-0.4905,NA,NA,NA,NA,NA,NA,NA,NA,NA
1660,"12/09/2024 00:45",-10.05525,-3.4335,-0.73575,NA,NA,NA,NA,NA,NA,NA,NA,NA
1661,"12/09/2024 01:00",-10.3005,-2.943,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1662,"12/09/2024 01:15",-10.05525,-1.962,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1663,"12/09/2024 01:30",-10.05525,-1.4715,0.24525,NA,NA,NA,NA,NA,NA,NA,NA,NA
1664,"12/09/2024 01:45",-10.05525,-1.71675,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1665,"12/09/2024 02:00",-10.05525,-1.4715,0.24525,NA,NA,NA,NA,NA,NA,NA,NA,NA
1666,"12/09/2024 02:15",-9.81,-2.943,-1.4715,NA,NA,NA,NA,NA,NA,NA,NA,NA
1667,"12/09/2024 02:30",-10.3005,-2.4525,-0.24525,NA,NA,NA,NA,NA,NA,NA,NA,NA
1668,"12/09/2024 02:45",-10.05525,-2.4525,0.24525,NA,NA,NA,NA,NA,NA,NA,NA,NA
1669,"12/09/2024 03:00",-10.05525,-2.4525,0.24525,NA,NA,NA,NA,NA,NA,NA,NA,NA
1670,"12/09/2024 03:15",-10.05525,-1.962,0.4905,NA,NA,NA,NA,NA,NA,NA,NA,NA
1671,"12/09/2024 03:30",-10.05525,-1.22625,-1.22625,NA,NA,NA,NA,NA,NA,NA,NA,NA
1672,"12/09/2024 03:45",-10.05525,-2.4525,0.24525,NA,NA,NA,NA,NA,NA,NA,NA,NA
1673,"12/09/2024 04:00",-10.05525,-1.962,0.73575,NA,NA,NA,NA,NA,NA,NA,NA,NA
1674,"12/09/2024 04:15",-10.3005,-2.4525,-0.981,NA,NA,NA,NA,NA,NA,NA,NA,NA
1675,"12/09/2024 04:30",-10.3005,-2.69775,-0.73575,NA,NA,NA,NA,NA,NA,NA,NA,NA
1676,"12/09/2024 04:45",-10.05525,-2.4525,0.4905,NA,NA,NA,NA,NA,NA,NA,NA,NA
1677,"12/09/2024 05:00",-10.05525,-2.4525,-0.73575,NA,NA,NA,NA,NA,NA,NA,NA,NA
1678,"12/09/2024 05:15",-10.05525,-2.20725,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1679,"12/09/2024 05:30",-10.05525,-2.20725,0.4905,NA,NA,NA,NA,NA,NA,NA,NA,NA
1680,"12/09/2024 05:45",-10.05525,-2.20725,0.73575,NA,NA,NA,NA,NA,NA,NA,NA,NA
1681,"12/09/2024 06:00",-10.05525,-1.71675,0.73575,NA,NA,NA,NA,NA,NA,NA,NA,NA
1682,"12/09/2024 06:15",-10.05525,-1.962,0.4905,NA,NA,NA,NA,NA,NA,NA,NA,NA
1683,"12/09/2024 06:30",-10.05525,-1.71675,0.4905,NA,NA,NA,NA,NA,NA,NA,NA,NA
1684,"12/09/2024 06:45",-10.05525,-1.962,0.73575,NA,NA,NA,NA,NA,NA,NA,NA,NA
1685,"12/09/2024 07:00",-10.05525,-1.71675,0.73575,NA,NA,NA,NA,NA,NA,NA,NA,NA
1686,"12/09/2024 07:15",-10.05525,-1.4715,0.73575,NA,NA,NA,NA,NA,NA,NA,NA,NA
1687,"12/09/2024 07:30",-10.05525,-1.4715,0.73575,NA,NA,NA,NA,NA,NA,NA,NA,NA
1688,"12/09/2024 07:45",-10.05525,-1.4715,0.73575,NA,NA,NA,NA,NA,NA,NA,NA,NA
1689,"12/09/2024 08:00",-10.05525,-1.4715,0.73575,NA,NA,NA,NA,NA,NA,NA,NA,NA
1690,"12/09/2024 08:15",-10.05525,-1.962,0.73575,NA,NA,NA,NA,NA,NA,NA,NA,NA
1691,"12/09/2024 08:30",-10.05525,-0.981,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1692,"12/09/2024 08:45",-10.05525,-1.71675,0.73575,NA,NA,NA,NA,NA,NA,NA,NA,NA
1693,"12/09/2024 09:00",-10.54575,-1.962,0.24525,NA,NA,NA,NA,NA,NA,NA,NA,NA
1694,"12/09/2024 09:15",-10.05525,-1.71675,0.981,NA,NA,NA,NA,NA,NA,NA,NA,NA
1695,"12/09/2024 09:30",-10.05525,-1.71675,1.22625,NA,NA,NA,NA,NA,NA,NA,NA,NA
1696,"12/09/2024 09:45",-10.05525,-1.962,0.981,NA,NA,NA,NA,NA,NA,NA,NA,NA
1697,"12/09/2024 10:00",-10.05525,-1.71675,1.22625,NA,NA,NA,NA,NA,NA,NA,NA,NA
1698,"12/09/2024 10:15",-10.05525,-1.4715,0.981,NA,NA,NA,NA,NA,NA,NA,NA,NA
1699,"12/09/2024 10:30",-10.05525,-1.962,0.73575,NA,NA,NA,NA,NA,NA,NA,NA,NA
1700,"12/09/2024 10:45",-10.05525,-1.4715,0.73575,NA,NA,NA,NA,NA,NA,NA,NA,NA
1701,"12/09/2024 11:00",-10.05525,-2.4525,0.73575,NA,NA,NA,NA,NA,NA,NA,NA,NA
1702,"12/09/2024 11:15",-10.05525,-1.4715,0.73575,NA,NA,NA,NA,NA,NA,NA,NA,NA
1703,"12/09/2024 11:30",-10.05525,-1.71675,0.73575,NA,NA,NA,NA,NA,NA,NA,NA,NA
1704,"12/09/2024 11:45",-10.05525,-1.4715,0.73575,NA,NA,NA,NA,NA,NA,NA,NA,NA
1705,"12/09/2024 12:00",-10.05525,-1.4715,0.4905,NA,NA,NA,NA,NA,NA,NA,NA,NA
1706,"12/09/2024 12:15",-10.05525,-2.4525,0.73575,NA,NA,NA,NA,NA,NA,NA,NA,NA
1707,"12/09/2024 12:30",-10.05525,-2.20725,0.73575,NA,NA,NA,NA,NA,NA,NA,NA,NA
1708,"12/09/2024 12:45",-10.05525,-1.71675,0.24525,NA,NA,NA,NA,NA,NA,NA,NA,NA
1709,"12/09/2024 13:00",-10.05525,-1.71675,0.73575,NA,NA,NA,NA,NA,NA,NA,NA,NA
1710,"12/09/2024 13:15",-10.05525,-1.962,0.4905,NA,NA,NA,NA,NA,NA,NA,NA,NA
1711,"12/09/2024 13:30",-10.05525,-2.20725,0.73575,NA,NA,NA,NA,NA,NA,NA,NA,NA
1712,"12/09/2024 13:45",-10.05525,-2.20725,0.24525,NA,NA,NA,NA,NA,NA,NA,NA,NA
1713,"12/09/2024 14:00",-10.05525,-2.20725,0.4905,NA,NA,NA,NA,NA,NA,NA,NA,NA
1714,"12/09/2024 14:15",-10.3005,-1.962,-0.73575,NA,NA,NA,NA,NA,NA,NA,NA,NA
1715,"12/09/2024 14:30",-10.3005,-2.4525,-0.73575,NA,NA,NA,NA,NA,NA,NA,NA,NA
1716,"12/09/2024 14:45",-10.54575,-1.71675,0.24525,NA,NA,NA,NA,NA,NA,NA,NA,NA
1717,"12/09/2024 15:00",-10.05525,-2.4525,0.24525,NA,NA,NA,NA,NA,NA,NA,NA,NA
1718,"12/09/2024 15:15",-10.05525,-2.4525,0.24525,NA,NA,NA,NA,NA,NA,NA,NA,NA
1719,"12/09/2024 15:30",-10.05525,-1.962,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1720,"12/09/2024 15:45",-10.05525,-2.4525,0.24525,NA,NA,NA,NA,NA,NA,NA,NA,NA
1721,"12/09/2024 16:00",-10.05525,-1.4715,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1722,"12/09/2024 16:15",-10.54575,-2.20725,0.24525,NA,NA,NA,NA,NA,NA,NA,NA,NA
1723,"12/09/2024 16:30",-10.54575,-1.4715,0.73575,NA,NA,NA,NA,NA,NA,NA,NA,NA
1724,"12/09/2024 16:45",-10.05525,-1.962,0.24525,NA,NA,NA,NA,NA,NA,NA,NA,NA
1725,"12/09/2024 17:00",-10.05525,-1.962,0.24525,NA,NA,NA,NA,NA,NA,NA,NA,NA
1726,"12/09/2024 17:15",-10.05525,-1.71675,0.4905,NA,NA,NA,NA,NA,NA,NA,NA,NA
1727,"12/09/2024 17:30",-10.05525,-1.962,0.4905,NA,NA,NA,NA,NA,NA,NA,NA,NA
1728,"12/09/2024 17:45",-10.05525,-2.20725,0.73575,NA,NA,NA,NA,NA,NA,NA,NA,NA
1729,"12/09/2024 18:00",-10.05525,-1.71675,0.4905,NA,NA,NA,NA,NA,NA,NA,NA,NA
1730,"12/09/2024 18:15",-10.05525,-2.4525,0.4905,NA,NA,NA,NA,NA,NA,NA,NA,NA
1731,"12/09/2024 18:30",-10.05525,-1.962,0.73575,NA,NA,NA,NA,NA,NA,NA,NA,NA
1732,"12/09/2024 18:45",-10.05525,-1.962,0.24525,NA,NA,NA,NA,NA,NA,NA,NA,NA
1733,"12/09/2024 19:00",-10.05525,-1.962,0.73575,NA,NA,NA,NA,NA,NA,NA,NA,NA
1734,"12/09/2024 19:15",-10.05525,-1.4715,0.4905,NA,NA,NA,NA,NA,NA,NA,NA,NA
1735,"12/09/2024 19:30",-10.05525,-1.71675,0.73575,NA,NA,NA,NA,NA,NA,NA,NA,NA
1736,"12/09/2024 19:45",-10.05525,-1.71675,0.24525,NA,NA,NA,NA,NA,NA,NA,NA,NA
1737,"12/09/2024 20:00",-10.05525,-1.962,0.73575,NA,NA,NA,NA,NA,NA,NA,NA,NA
1738,"12/09/2024 20:15",-10.05525,-1.962,0.4905,NA,NA,NA,NA,NA,NA,NA,NA,NA
1739,"12/09/2024 20:30",-10.05525,-1.962,0.4905,NA,NA,NA,NA,NA,NA,NA,NA,NA
1740,"12/09/2024 20:45",-10.05525,-1.4715,0.24525,NA,NA,NA,NA,NA,NA,NA,NA,NA
1741,"12/09/2024 21:00",-10.05525,-1.71675,0.4905,NA,NA,NA,NA,NA,NA,NA,NA,NA
1742,"12/09/2024 21:15",-10.05525,-2.20725,0.73575,NA,NA,NA,NA,NA,NA,NA,NA,NA
1743,"12/09/2024 21:30",-10.05525,-1.962,0.4905,NA,NA,NA,NA,NA,NA,NA,NA,NA
1744,"12/09/2024 21:45",-10.05525,-1.71675,0.73575,NA,NA,NA,NA,NA,NA,NA,NA,NA
1745,"12/09/2024 22:00",-10.3005,-2.4525,1.71675,NA,NA,NA,NA,NA,NA,NA,NA,NA
1746,"12/09/2024 22:15",-10.05525,-1.71675,0.24525,NA,NA,NA,NA,NA,NA,NA,NA,NA
1747,"12/09/2024 22:30",-10.05525,-1.962,0.73575,NA,NA,NA,NA,NA,NA,NA,NA,NA
1748,"12/09/2024 22:45",-10.05525,-2.20725,0.4905,NA,NA,NA,NA,NA,NA,NA,NA,NA
1749,"12/09/2024 23:00",-10.05525,-1.71675,0.73575,NA,NA,NA,NA,NA,NA,NA,NA,NA
1750,"12/09/2024 23:15",-10.05525,-1.962,0.4905,NA,NA,NA,NA,NA,NA,NA,NA,NA
1751,"12/09/2024 23:30",-10.05525,-1.71675,0.24525,NA,NA,NA,NA,NA,NA,NA,NA,NA
1752,"12/09/2024 23:45",-10.05525,-1.962,0.4905,NA,NA,NA,NA,NA,NA,NA,NA,NA
1753,"12/10/2024 00:00",-10.05525,-1.71675,0.73575,NA,NA,NA,NA,NA,NA,NA,NA,NA
1754,"12/10/2024 00:15",-10.05525,-1.71675,0.73575,NA,NA,NA,NA,NA,NA,NA,NA,NA
1755,"12/10/2024 00:30",-10.05525,-2.20725,0.4905,NA,NA,NA,NA,NA,NA,NA,NA,NA
1756,"12/10/2024 00:45",-10.05525,-1.962,0.24525,NA,NA,NA,NA,NA,NA,NA,NA,NA
1757,"12/10/2024 01:00",-10.05525,-1.71675,0.24525,NA,NA,NA,NA,NA,NA,NA,NA,NA
1758,"12/10/2024 01:15",-10.54575,-1.71675,0.4905,NA,NA,NA,NA,NA,NA,NA,NA,NA
1759,"12/10/2024 01:30",-10.05525,-1.71675,0.4905,NA,NA,NA,NA,NA,NA,NA,NA,NA
1760,"12/10/2024 01:45",-10.05525,-1.962,0.24525,NA,NA,NA,NA,NA,NA,NA,NA,NA
1761,"12/10/2024 02:00",-10.05525,-1.962,0.24525,NA,NA,NA,NA,NA,NA,NA,NA,NA
1762,"12/10/2024 02:15",-10.05525,-1.71675,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
