"number","date_time","acc_x","acc_y","acc_z","datetime","v_x","v_y","v_z","v_total","v_x_smooth","v_y_smooth","v_z_smooth","v_total_smooth"
616,"11/28/24 03:45:00 AM",-10.3005,-2.943,-1.22625,2024-11-28 03:45:00,-4749891.6375,-1243343.925,254275.2,4916505.93014611,-4749630.78068182,-1245149.85681818,254375.529545454,4916718.88007417
617,"11/28/24 04:00:00 AM",-9.81,-4.16925,-1.22625,2024-11-28 04:00:00,-4758941.3625,-1246544.4375,253171.575,4926001.60097046,-4758620.30795454,-1246795.26136364,253613.025,4925780.10379576
618,"11/28/24 04:15:00 AM",-10.05525,0,-0.4905,2024-11-28 04:15:00,-4767880.725,-1248420.6,252399.0375,4935073.03658839,-4767619.86818182,-1248410.56704545,252990.981818182,4934850.82651412
619,"11/28/24 04:30:00 AM",-9.07425,-3.924,-2.943,2024-11-28 04:30:00,-4776489,-1250186.4,250853.9625,4943757.77242048,-4776629.46136363,-1250005.80681818,252559.564772727,4943936.2198831
620,"11/28/24 04:45:00 AM",-10.3005,-1.71675,0.4905,2024-11-28 04:45:00,-4785207.6375,-1252724.7375,249750.3375,4952767.57308619,-4785669.15340909,-1251621.1125,252258.576136363,4953062.71227729
621,"11/28/24 05:00:00 AM",-10.05525,-1.4715,0.24525,2024-11-28 05:00:00,-4794367.725,-1254159.45,250081.425,4961997.43325971,-4794738.94431818,-1253437.07727273,252128.147727273,4962277.98346381
622,"11/28/24 05:15:00 AM",-10.05525,-1.4715,0.73575,2024-11-28 05:15:00,-4803417.45,-1255483.8,250522.875,4971098.51862998,-4803788.66931818,-1255393.50340909,252228.477272727,4971521.30876874
623,"11/28/24 05:30:00 AM",-10.3005,-1.4715,1.71675,2024-11-28 05:30:00,-4812577.5375,-1256808.15,251626.5,4980339.86549695,-4812798.2625,-1257319.83068182,252629.795454545,4980733.63970107
624,"11/28/24 05:45:00 AM",-10.05525,-1.4715,0.981,2024-11-28 05:45:00,-4821737.625,-1258132.5,252840.4875,4989587.09955204,-4821777.75681818,-1259346.4875,253281.9375,4989955.10105831
625,"11/28/24 06:00:00 AM",-10.791,-1.962,0.73575,2024-11-28 06:00:00,-4831118.4375,-1259677.575,253613.025,4999081.16723063,-4830787.35,-1261423.30909091,254265.167045454,4999235.30922423
626,"11/28/24 06:15:00 AM",-10.05525,-3.924,0.73575,2024-11-28 06:15:00,-4840499.25,-1262326.275,254275.2,5008847.82072094,-4839817.00909091,-1263500.13068182,255559.418181818,5008550.87002898
627,"11/28/24 06:30:00 AM",-9.81,-1.71675,1.71675,2024-11-28 06:30:00,-4849438.6125,-1264864.6125,255378.825,5018182.50850037,-4848836.63522727,-1265637.15,257004.163636363,5017879.825389
628,"11/28/24 06:45:00 AM",-9.3195,-4.65975,3.18825,2024-11-28 06:45:00,-4858046.8875,-1267734.0375,257586.075,5027337.24122605,-4857846.22840909,-1267814.30113636,258619.469318182,5027218.22915426
629,"11/28/24 07:00:00 AM",-9.81,-1.962,1.22625,2024-11-28 07:00:00,-4866655.1625,-1270713.825,259572.6,5036509.11151809,-4866815.68977273,-1270001.48522727,260345.1375,5036526.42135007
630,"11/28/24 07:15:00 AM",-10.05525,-3.18825,3.4335,2024-11-28 07:15:00,-4875594.525,-1273031.4375,261669.4875,5045840.06224551,-4875765.08522727,-1272188.66931818,262090.871590909,5045816.50706678
631,"11/28/24 07:30:00 AM",-9.81,-2.4525,1.71675,2024-11-28 07:30:00,-4884533.8875,-1275569.775,263987.1,5055238.74193849,-4884664.31590909,-1274415.98522727,263946.968181818,5055074.2284715
632,"11/28/24 07:45:00 AM",-10.3005,-2.20725,2.69775,2024-11-28 07:45:00,-4893583.6125,-1277666.6625,265973.625,5064615.94221991,-4893483.28295454,-1276663.36704545,266053.888636363,5064273.03518562
633,"11/28/24 08:00:00 AM",-9.56475,-1.71675,2.4525,2024-11-28 08:00:00,-4902522.975,-1279432.4625,268291.2375,5073820.96004785,-4902292.21704545,-1278880.65,268331.369318182,5073464.07353467
634,"11/28/24 08:15:00 AM",-9.81,-1.4715,2.69775,2024-11-28 08:15:00,-4911241.6125,-1280867.175,270608.85,5082729.97965093,-4911151.31590909,-1280977.5375,270638.948863636,5082675.52329989
635,"11/28/24 08:30:00 AM",-10.05525,-1.4715,0.4905,2024-11-28 08:30:00,-4920180.975,-1282191.525,272043.5625,5091778.04243581,-4920040.51363636,-1282893.83181818,272986.660227272,5091873.34900628
636,"11/28/24 08:45:00 AM",-9.56475,-2.943,3.924,2024-11-28 08:45:00,-4929009.975,-1284178.05,274030.0875,5100916.10268259,-4928909.64545454,-1284769.99431818,275374.503409091,5101044.52369686
637,"11/28/24 09:00:00 AM",-9.3195,-3.4335,3.67875,2024-11-28 09:00:00,-4937507.8875,-1287047.475,277451.325,5110034.69457623,-4937748.67840909,-1286626.09090909,277822.544318182,5110185.62028885
638,"11/28/24 09:15:00 AM",-10.3005,-1.4715,2.943,2024-11-28 09:15:00,-4946336.8875,-1289254.725,280431.1125,5119283.93033986,-4946527.51363636,-1288411.95681818,280411.046590909,5119259.47788113
639,"11/28/24 09:30:00 AM",-10.05525,-1.962,2.69775,2024-11-28 09:30:00,-4955496.975,-1290799.8,282969.45,5128663.18864355,-4955266.21704545,-1290207.85568182,283079.8125,5128302.48188159
640,"11/28/24 09:45:00 AM",-9.81,-0.24525,2.69775,2024-11-28 09:45:00,-4964436.3375,-1291793.0625,285397.425,5137685.19428839,-4964014.95340909,-1292104.08409091,285768.644318182,5137382.37874032
641,"11/28/24 10:00:00 AM",-9.56475,-3.924,2.943,2024-11-28 10:00:00,-4973154.975,-1293669.225,287935.7625,5146722.98384183,-4972733.59090909,-1293970.21363636,288587.904545454,5146433.70125103
642,"11/28/24 10:15:00 AM",-9.56475,-1.22625,3.67875,2024-11-28 10:15:00,-4981763.25,-1295986.8375,290915.55,5155790.80445043,-4981442.19545454,-1295705.91477273,291447.296590909,5155445.66661212
643,"11/28/24 10:30:00 AM",-9.07425,-1.71675,4.16925,2024-11-28 10:30:00,-4990150.8,-1297311.1875,294447.15,5164428.37573496,-4990210.99772727,-1297401.48409091,294166.227272727,5164498.69537729
644,"11/28/24 10:45:00 AM",-9.81,-2.4525,2.943,2024-11-28 10:45:00,-4998648.7125,-1299187.35,297647.6625,5173294.00405289,-4999009.89886363,-1299107.08636364,296824.960227272,5173580.80596141
645,"11/28/24 11:00:00 AM",-9.81,-3.18825,2.69775,2024-11-28 11:00:00,-5007477.7125,-1301725.6875,300186,5182608.84509699,-5007828.86590909,-1300802.65568182,299453.594318182,5182678.91485399
646,"11/28/24 11:15:00 AM",-9.3195,0.981,3.67875,2024-11-28 11:15:00,-5016085.9875,-1302718.95,303055.425,5191342.59005364,-5016667.89886364,-1302588.52159091,301991.931818182,5191814.52316853
647,"11/28/24 11:30:00 AM",-10.05525,-2.20725,1.71675,2024-11-28 11:30:00,-5024804.625,-1303270.7625,305483.4,5200047.72165451,-5025496.89886364,-1304394.45340909,304490.1375,5200943.86334327
648,"11/28/24 11:45:00 AM",-10.3005,-3.18825,2.4525,2024-11-28 11:45:00,-5033964.7125,-1305698.7375,307359.5625,5209618.01099317,-5034295.8,-1306300.71477273,307038.507954545,5210073.2121765
649,"11/28/24 12:00:00 PM",-10.05525,-1.962,2.69775,2024-11-28 12:00:00,-5043124.8,-1308016.35,309677.175,5219187.14676513,-5043094.70113636,-1308477.86590909,309566.8125,5219270.46196096
650,"11/28/24 12:15:00 PM",-10.791,-1.22625,2.20725,2024-11-28 12:15:00,-5052505.6125,-1309451.0625,311884.425,5228742.38646196,-5051883.56931818,-1310775.4125,312105.15,5228489.88085665
651,"11/28/24 12:30:00 PM",-9.56475,-3.18825,0.981,2024-11-28 12:30:00,-5061665.7,-1311437.5875,313319.1375,5238176.88574833,-5060552.04204545,-1313163.25568182,314814.047727272,5237627.07271202
652,"11/28/24 12:45:00 PM",-9.56475,-1.4715,3.67875,2024-11-28 12:45:00,-5070273.975,-1313534.475,315416.025,5247145.72576392,-5069100.11931818,-1315842.05454545,317713.571590909,5246734.11177814
653,"11/28/24 01:00:00 PM",-8.829,-6.13125,4.16925,2024-11-28 13:00:00,-5078551.1625,-1316955.7125,318947.625,5256213.64161595,-5077587.99886364,-1318691.41363636,320773.622727272,5255836.89019764
654,"11/28/24 01:15:00 PM",-9.81,-3.4335,3.18825,2024-11-28 13:15:00,-5086938.7125,-1321259.85,322258.5,5265598.12336409,-5086045.77954545,-1321440.44318182,323763.443181818,5264881.46246241
655,"11/28/24 01:30:00 PM",-8.829,-3.67875,4.16925,2024-11-28 13:30:00,-5095326.2625,-1324460.3625,325569.375,5274707.61190549,-5094523.62613636,-1324139.30795454,326532.538636363,5273919.4212796
656,"11/28/24 01:45:00 PM",-7.848,-4.16925,5.64075,2024-11-28 13:45:00,-5102830.9125,-1327991.9625,329983.875,5283117.95550603,-5102981.40681818,-1326818.10681818,329211.3375,5282927.75634094
657,"11/28/24 02:00:00 PM",-8.3385,-5.15025,5.3955,2024-11-28 14:00:00,-5110114.8375,-1332185.7375,334950.1875,5291520.01978093,-5111399.05568182,-1329416.64204545,331950.334090909,5291881.35159855
658,"11/28/24 02:15:00 PM",-9.56475,-0.24525,3.924,2024-11-28 14:15:00,-5118171.3,-1334613.7125,339143.9625,5300178.28426902,-5119886.93522727,-1331944.94659091,334709.396590909,5300887.07524154
659,"11/28/24 02:30:00 PM",-10.05525,-2.69775,-1.4715,2024-11-28 14:30:00,-5127000.3,-1335938.0625,340247.5875,5309108.30590561,-5128525.30909091,-1334272.59204545,337338.030681818,5309980.62438378
660,"11/28/24 02:45:00 PM",-10.791,-1.22625,1.22625,2024-11-28 14:45:00,-5136381.1125,-1337703.8625,340137.225,5318604.69375426,-5137253.97954545,-1336319.31477273,339856.302272727,5319084.82944854
661,"11/28/24 03:00:00 PM",-9.56475,-1.4715,1.4715,2024-11-28 15:00:00,-5145541.2,-1338917.85,341351.2125,5327834.07213675,-5146032.81477273,-1338165.37840909,342214.046590909,5328177.68022702
662,"11/28/24 03:15:00 PM",-9.81,-0.981,3.18825,2024-11-28 15:15:00,-5154259.8375,-1340021.475,343448.1,5336666.43358195,-5154992.24318182,-1339790.71704545,344260.769318182,5337370.46051456
663,"11/28/24 03:30:00 PM",-11.03625,-1.962,1.962,2024-11-28 15:30:00,-5163640.65,-1341345.825,345765.7125,5346208.68583691,-5164162.36363636,-1341225.42954545,345906.173863636,5346693.57573215
664,"11/28/24 03:45:00 PM",-11.03625,-0.73575,2.69775,2024-11-28 15:45:00,-5173573.275,-1342559.8125,347862.6,5356242.68218058,-5173452.87954545,-1342650.10909091,347250.589772727,5356111.33643753
665,"11/28/24 04:00:00 PM",-9.81,-1.962,1.962,2024-11-28 16:00:00,-5182954.0875,-1343773.8,349959.4875,5365744.37907646,-5182773.49431818,-1344124.95340909,348645.170454545,5365574.23603953
666,"11/28/24 04:15:00 PM",-10.05525,-0.24525,1.4715,2024-11-28 16:15:00,-5191893.45,-1344767.0625,351504.5625,5374728.97046875,-5192043.94431818,-1345499.46818182,350210.311363636,5374974.84424038
667,"11/28/24 04:30:00 PM",-11.03625,-2.20725,0.73575,2024-11-28 16:30:00,-5201384.625,-1345870.6875,352497.825,5384238.53866894,-5201284.29545455,-1346773.65340909,351795.518181818,5384323.0101425
668,"11/28/24 04:45:00 PM",-10.3005,-2.4525,0.4905,2024-11-28 16:45:00,-5210986.1625,-1347967.575,353049.6375,5394074.28717447,-5210494.54772727,-1348228.43181818,353320.527272727,5393683.59250528
669,"11/28/24 05:00:00 PM",-10.54575,-2.69775,1.4715,2024-11-28 17:00:00,-5220366.975,-1350285.1875,353932.5375,5403773.65202816,-5219644.60227273,-1349974.16590909,354755.239772727,5403053.04288354
670,"11/28/24 05:15:00 PM",-9.81,-1.4715,2.20725,2024-11-28 17:15:00,-5229527.0625,-1352161.35,355587.975,5413200.20152759,-5228714.39318182,-1351880.42727273,356169.886363636,5412384.05337086
671,"11/28/24 05:30:00 PM",-9.81,0,1.71675,2024-11-28 17:30:00,-5238356.0625,-1352823.525,357353.775,5422011.38396358,-5237543.39318182,-1353997.38068182,357835.356818182,5421552.24719138
672,"11/28/24 05:45:00 PM",-9.81,-0.24525,1.4715,2024-11-28 17:45:00,-5247185.0625,-1352933.8875,358788.4875,5430663.89706006,-5246211.86590909,-1356335.05909091,359711.519318182,5430635.09751074
673,"11/28/24 06:00:00 PM",-8.829,-6.62175,1.71675,2024-11-28 18:00:00,-5255572.6125,-1356024.0375,360223.2,5439632.83957255,-5254749.91022727,-1358793.13295455,361828.472727273,5439638.61670272
674,"11/28/24 06:15:00 PM",-10.54575,-3.4335,1.22625,2024-11-28 18:15:00,-5264291.25,-1360548.9,361547.55,5449272.63999782,-5263147.49318182,-1361201.04204545,364206.282954545,5448511.82845422
675,"11/28/24 06:30:00 PM",-9.56475,-3.18825,2.943,2024-11-28 18:30:00,-5273340.975,-1363528.6875,363423.7125,5458883.7975411,-5271484.87840909,-1363719.31363636,366513.8625,5457349.76433355
676,"11/28/24 06:45:00 PM",-5.3955,-4.65975,7.848,2024-11-28 18:45:00,-5280073.0875,-1367060.2875,368279.6625,5466594.51110218,-5279752.03295455,-1366458.31022727,368741.178409091,5466169.95405095
677,"11/28/24 07:00:00 PM",-10.54575,-2.943,0.73575,2024-11-28 19:00:00,-5287246.65,-1370481.525,372142.35,5474640.32398166,-5288049.28636364,-1369357.83409091,370807.967045454,5475048.55980396
678,"11/28/24 07:15:00 PM",-7.3575,-2.4525,7.3575,2024-11-28 19:15:00,-5295303.1125,-1372909.5,375784.3125,5483277.24978079,-5296316.44090909,-1372377.75340909,372944.986363636,5483933.07536625
679,"11/28/24 07:30:00 PM",-10.54575,-0.981,0.24525,2024-11-28 19:30:00,-5303359.575,-1374454.575,379205.55,5491679.61644099,-5304382.93636364,-1375337.475,374911.445454545,5492597.32080523
680,"11/28/24 07:45:00 PM",-8.829,-6.867,0,2024-11-28 19:45:00,-5312078.2125,-1377986.175,379315.9125,5500990.94670079,-5312128.37727273,-1378176.80113636,376777.575,5500914.93309553
681,"11/28/24 08:00:00 PM",-9.81,-2.69775,1.71675,2024-11-28 20:00:00,-5320465.7625,-1382290.3125,380088.45,5510222.28841899,-5319663.12613636,-1381096.39090909,378834.330681818,5509062.93043707
682,"11/28/24 08:15:00 PM",-10.54575,-2.69775,-1.71675,2024-11-28 20:15:00,-5329625.85,-1384718.2875,380088.45,5519676.04724666,-5326987.18295455,-1383895.58522727,380891.086363636,5516978.72633644
683,"11/28/24 08:30:00 PM",-8.3385,-0.4905,6.62175,2024-11-28 20:30:00,-5338123.7625,-1386153,382295.7,5528393.56824518,-5334100.54772727,-1386484.0875,383088.303409091,5524649.25525138
684,"11/28/24 08:45:00 PM",-5.3955,-4.905,-7.60275,2024-11-28 20:45:00,-5344304.0625,-1388580.975,381854.25,5534939.5394014,-5341123.61590909,-1389213.05113636,385034.696590909,5532251.01697125
685,"11/28/24 09:00:00 PM",-6.13125,-2.20725,8.09325,2024-11-28 21:00:00,-5349491.1,-1391781.4875,382074.975,5540766.37519109,-5348036.32159091,-1391992.17954545,386820.5625,5539748.04411394
686,"11/28/24 09:15:00 PM",-8.829,-6.3765,0.73575,2024-11-28 21:15:00,-5356223.2125,-1395644.175,386048.025,5548511.76829802,-5354898.8625,-1394550.58295455,388947.548863636,5547165.59671185
687,"11/28/24 09:30:00 PM",-0.981,1.4715,10.05525,2024-11-28 21:30:00,-5360637.7125,-1397851.425,390903.975,5553668.26599524,-5361721.27159091,-1396858.1625,391275.194318182,5554496.04321597
688,"11/28/24 09:45:00 PM",-9.81,-3.924,1.962,2024-11-28 21:45:00,-5365493.6625,-1398955.05,396311.7375,5559016.14204604,-5368533.64772727,-1399045.34659091,393743.301136363,5561796.48596462
689,"11/28/24 10:00:00 PM",-5.886,-4.905,0,2024-11-28 22:00:00,-5372556.8625,-1402928.1,397194.6375,5566896.62869935,-5375426.2875,-1401162.3,396010.748863636,5569142.63991145
690,"11/28/24 10:15:00 PM",-9.3195,0.24525,3.67875,2024-11-28 22:15:00,-5379399.3375,-1405024.9875,398850.075,5574146.91501061,-5382298.86136364,-1403449.81363636,398318.328409091,5576515.00431797
691,"11/28/24 10:30:00 PM",-8.829,-2.69775,4.905,2024-11-28 22:30:00,-5387566.1625,-1406128.6125,402712.7625,5582584.02527777,-5389261.73181818,-1406078.44772727,400706.171590909,5584066.48817617
692,"11/28/24 10:45:00 PM",-8.829,-0.73575,1.71675,2024-11-28 22:45:00,-5395512.2625,-1407673.6875,405692.55,5590857.19996435,-5396445.32727273,-1408626.81818182,402722.795454545,5591785.01096663
693,"11/28/24 11:00:00 PM",-11.2815,-1.71675,1.71675,2024-11-28 23:00:00,-5404561.9875,-1408777.3125,407237.625,5599980.9174818,-5404040.27386364,-1411054.79318182,404167.540909091,5599829.72569449
694,"11/28/24 11:15:00 PM",-9.56475,0.24525,-1.71675,2024-11-28 23:15:00,-5413942.8,-1409439.4875,407237.625,5609201.26166032,-5412026.50568182,-1413392.47159091,405140.7375,5608195.80590646
695,"11/28/24 11:30:00 PM",-3.67875,-9.81,1.71675,2024-11-28 23:30:00,-5419902.375,-1413743.625,407237.625,5616035.54787311,-5420253.52840909,-1415288.7,406274.461363636,5616694.71751121
696,"11/28/24 11:45:00 PM",-10.05525,-5.64075,0.73575,2024-11-28 23:45:00,-5426082.675,-1420696.4625,408341.25,5623832.69763128,-5428711.30909091,-1417034.43409091,407488.448863636,5625384.43677844
697,"11/29/24 12:00:00 AM",-10.3005,-0.981,-0.981,2024-11-29,-5435242.7625,-1423676.25,408230.8875,5633415.51899305,-5437088.82613636,-1419000.89318182,408682.370454545,5634051.09231936
698,"11/29/24 12:15:00 AM",-9.56475,-0.981,-2.20725,2024-11-29 00:15:00,-5444182.125,-1424559.15,406796.175,5642160.12800176,-5445275.71704545,-1421408.80227273,409906.390909091,5642647.43605048
699,"11/29/24 12:30:00 AM",-10.791,0.73575,2.69775,2024-11-29 00:30:00,-5453342.2125,-1424669.5125,407016.9,5651043.02437762,-5453382.34431818,-1424157.83181818,411170.543181818,5651255.43203187
700,"11/29/24 12:45:00 AM",-10.791,1.22625,3.18825,2024-11-29 00:45:00,-5463054.1125,-1423786.6125,409665.6,5660384.65635161,-5461559.20227273,-1426856.69659091,412575.156818182,5659928.65460504
701,"11/29/24 01:00:00 AM",-10.05525,-2.20725,2.4525,2024-11-29 01:00:00,-5472434.925,-1424228.0625,412203.9375,5669733.82695015,-5469565.5,-1429485.33068182,413919.572727273,5668415.32326206
702,"11/29/24 01:15:00 AM",-6.13125,-5.64075,5.64075,2024-11-29 01:15:00,-5479718.85,-1427759.6625,415845.9,5677917.23622793,-5477120.31477273,-1431913.30568182,415434.548863636,5676428.87226389
703,"11/29/24 01:30:00 AM",-6.867,-8.58375,1.71675,2024-11-29 01:30:00,-5485568.0625,-1434160.6875,419156.775,5685416.98100666,-5484173.48181818,-1434120.55568182,417732.095454545,5683961.31762645
704,"11/29/24 01:45:00 AM",-11.2815,-2.20725,2.69775,2024-11-29 01:45:00,-5493734.8875,-1439016.6375,421143.3,5694668.87327712,-5490965.79204545,-1436418.10227273,420701.85,5691315.49968643
705,"11/29/24 02:00:00 AM",-11.2815,1.962,0.73575,2024-11-29 02:00:00,-5503888.2375,-1439127,422688.375,5704606.7099652,-5497788.20113636,-1438956.43977273,423701.703409091,5698761.59451756
706,"11/29/24 02:15:00 AM",2.20725,-9.81,-2.20725,2024-11-29 02:15:00,-5507971.65,-1442658.6,422026.2,5709388.90310024,-5504570.47840909,-1441765.66704545,426480.831818182,5706220.9899292
707,"11/29/24 02:30:00 AM",-4.905,-0.73575,8.829,2024-11-29 02:30:00,-5509185.6375,-1447404.1875,425005.9875,5711981.73665144,-5511292.55795455,-1444815.68522727,429320.157954545,5713688.32266458
708,"11/29/24 02:45:00 AM",-3.18825,-0.4905,10.05525,2024-11-29 02:45:00,-5512827.6,-1447956,433503.9,5716272.41798123,-5518175.16477273,-1447785.43977273,432069.1875,5721284.63882823
709,"11/29/24 03:00:00 AM",-10.3005,-3.67875,3.18825,2024-11-29 03:00:00,-5518897.5375,-1449832.1625,439463.475,5723056.13066149,-5525338.69431818,-1450343.84318182,434758.019318182,5729044.67395049
710,"11/29/24 03:15:00 AM",-10.791,-2.4525,-1.962,2024-11-29 03:15:00,-5528388.7125,-1452591.225,440015.2875,5732950.06752005,-5532502.22386364,-1452691.55454545,437697.675,5736771.66253698
711,"11/29/24 03:30:00 AM",-9.81,-2.20725,2.4525,2024-11-29 03:30:00,-5537659.1625,-1454688.1125,440236.0125,5742438.00587964,-5539505.22613636,-1455280.05681818,440667.429545454,5744407.35547694
712,"11/29/24 03:45:00 AM",-9.56475,-4.65975,4.65975,2024-11-29 03:45:00,-5546377.8,-1457778.2625,443436.525,5751874.48703937,-5546949.67840909,-1457758.19659091,443617.118181818,5752438.94043747
713,"11/29/24 04:00:00 AM",-10.54575,-1.22625,1.22625,2024-11-29 04:00:00,-5555427.525,-1460426.9625,446085.225,5761476.71402809,-5555066.33863636,-1460156.07272727,446315.982954545,5761079.94762942
714,"11/29/24 04:15:00 AM",-9.3195,-2.943,4.65975,2024-11-29 04:15:00,-5564366.8875,-1462303.125,448733.925,5770777.36735157,-5563574.28409091,-1463075.6625,448292.475,5770176.51647495
715,"11/29/24 04:30:00 AM",-8.829,-2.69775,5.886,2024-11-29 04:30:00,-5572533.7125,-1464841.4625,453479.5125,5779665.74772844,-5572142.42727273,-1466165.8125,450048.242045454,5779358.33508958
716,"11/29/24 04:45:00 AM",-9.81,-3.4335,-1.71675,2024-11-29 04:45:00,-5580921.2625,-1467600.525,455355.675,5788599.3323048,-5580499.87840909,-1469175.69886364,452185.261363636,5788346.80306211
717,"11/29/24 05:00:00 AM",-10.05525,-1.71675,-0.24525,2024-11-29 05:00:00,-5589860.625,-1469918.1375,454472.775,5797736.33766602,-5588666.70340909,-1472235.75,454733.631818182,5797196.99157783
718,"11/29/24 05:15:00 AM",-9.07425,-6.867,0.73575,2024-11-29 05:15:00,-5598468.9,-1473780.825,454693.5,5807032.81576289,-5596673.00113636,-1475165.37272727,457141.540909091,5805848.84849075
719,"11/29/24 05:30:00 AM",-8.58375,-7.11225,0.4905,2024-11-29 05:30:00,-5606415,-1480071.4875,455245.3125,5816334.67528208,-5604599.03522727,-1478135.12727273,459118.032954545,5814399.55307127
720,"11/29/24 05:45:00 AM",-6.3765,-1.22625,7.3575,2024-11-29 05:45:00,-5613147.1125,-1483823.8125,458776.9125,5824056.13542247,-5612535.10227273,-1481124.94772727,460843.701136363,5822945.34282648
721,"11/29/24 06:00:00 AM",-9.56475,-2.943,3.18825,2024-11-29 06:00:00,-5620320.675,-1485699.975,463522.5,5831823.21521784,-5619979.55454545,-1483813.77954545,462609.501136363,5830944.71639
722,"11/29/24 06:15:00 AM",-6.3765,-2.943,7.3575,2024-11-29 06:15:00,-5627494.2375,-1488348.675,468268.0875,5839790.07955259,-5626470.87613636,-1486673.17159091,464806.718181818,5838104.62426438
723,"11/29/24 06:30:00 AM",-9.07425,-0.73575,-3.67875,2024-11-29 06:30:00,-5634447.075,-1490004.1125,469923.525,5847044.91308143,-5632590.97840909,-1489803.45340909,467324.989772727,5845002.03726223
724,"11/29/24 06:45:00 AM",-9.07425,-6.13125,-0.981,2024-11-29 06:45:00,-5642613.9,-1493094.2625,467826.6375,5855534.46441383,-5638781.31136364,-1492682.91136364,469963.656818182,5851912.93938743
725,"11/29/24 07:00:00 AM",-11.03625,1.4715,0.73575,2024-11-29 07:00:00,-5651663.625,-1495191.15,467716.275,5864781.05465893,-5645021.80909091,-1495181.11704545,472802.982954545,5858791.7628113
726,"11/29/24 07:15:00 AM",4.905,0.24525,10.791,2024-11-29 07:15:00,-5654422.6875,-1494418.6125,472903.3125,5867658.85692706,-5651432.86704545,-1497518.79545455,475612.210227273,5865792.66941002
727,"11/29/24 07:30:00 AM",-0.24525,-10.54575,3.924,2024-11-29 07:30:00,-5652325.8,-1499053.8375,479525.0625,5867358.31892298,-5657994.41931818,-1499786.24318182,477929.822727273,5872881.24054867
728,"11/29/24 07:45:00 AM",-10.54575,-1.22625,1.962,2024-11-29 07:45:00,-5657181.75,-1504351.2375,482173.7625,5873607.88064238,-5664686.4,-1501963.39431818,479725.721590909,5880030.36957349
729,"11/29/24 08:00:00 AM",-10.3005,-1.22625,1.4715,2024-11-29 08:00:00,-5666562.5625,-1505454.8625,483718.8375,5883052.7391401,-5671298.11704545,-1504511.76477273,481511.5875,5887196.5393266
730,"11/29/24 08:15:00 AM",-8.58375,-3.4335,4.65975,2024-11-29 08:15:00,-5675060.475,-1507551.75,486477.9,5892001.73294473,-5677588.77954545,-1507411.28863636,483708.804545454,5894177.18104986
731,"11/29/24 08:30:00 AM",-10.54575,-0.981,2.4525,2024-11-29 08:30:00,-5683668.75,-1509538.275,489678.4125,5901066.10800837,-5683749.01363636,-1510401.10909091,486217.043181818,5901081.00332781
732,"11/29/24 08:45:00 AM",-9.07425,-1.4715,-3.924,2024-11-29 08:45:00,-5692497.75,-1510641.9,489016.2375,5909797.49774299,-5690430.96136364,-1513601.62159091,488594.853409091,5908531.61104029
733,"11/29/24 09:00:00 AM",-10.05525,-2.20725,1.71675,2024-11-29 09:00:00,-5701106.025,-1512297.3375,488022.975,5918430.49882557,-5698086.10568182,-1516450.98068182,490571.345454545,5916797.87205086
734,"11/29/24 09:15:00 AM",-3.4335,-10.54575,1.71675,2024-11-29 09:15:00,-5707175.9625,-1518036.1875,489568.05,5925872.78036562,-5706062.30454545,-1519009.38409091,492497.672727273,5925295.13101516
735,"11/29/24 09:30:00 AM",-6.867,-4.905,3.67875,2024-11-29 09:30:00,-5711811.1875,-1524989.025,491996.025,5932321.52336978,-5713938.17386364,-1521587.85340909,494514.296590909,5933708.64055222
736,"11/29/24 09:45:00 AM",-10.05525,-1.962,3.67875,2024-11-29 09:45:00,-5719426.2,-1528079.175,495306.9,5940723.09971629,-5721793.97727273,-1523875.36704545,496591.118181818,5942033.78504765
737,"11/29/24 10:00:00 AM",-8.829,-1.4715,4.65975,2024-11-29 10:00:00,-5727924.1125,-1529624.25,499059.225,5949615.54176441,-5729027.7375,-1526042.48522727,498999.027272727,5949758.16923115
738,"11/29/24 10:15:00 AM",-10.3005,-0.24525,0.24525,2024-11-29 10:15:00,-5736532.3875,-1530396.7875,501266.475,5958287.19003924,-5735599.32272727,-1528169.47159091,502099.210227273,5956894.29700235
739,"11/29/24 10:30:00 AM",-8.3385,-4.4145,4.4145,2024-11-29 10:30:00,-5744919.9375,-1532493.675,503363.3625,5967077.72924966,-5742120.74318182,-1530296.45795455,505630.810227273,5964019.09815062
740,"11/29/24 10:45:00 AM",-10.05525,1.4715,1.22625,2024-11-29 10:45:00,-5753197.125,-1533818.025,505901.7,5975601.34404781,-5748933.11931818,-1532192.68636364,509132.311363636,5971362.83225384
741,"11/29/24 11:00:00 AM",-8.3385,0.981,6.3765,2024-11-29 11:00:00,-5761474.3125,-1532714.4,509322.9375,5983578.32239441,-5756096.64886364,-1533607.33295455,512463.252272727,5978906.94500036
742,"11/29/24 11:15:00 AM",4.4145,-2.4525,8.829,2024-11-29 11:15:00,-5763240.1125,-1533376.575,516165.4125,5986034.33402691,-5763370.54090909,-1534851.41931818,515493.204545454,5986488.21065548
743,"11/29/24 11:30:00 AM",-7.848,0.981,6.62175,2024-11-29 11:30:00,-5764785.1875,-1534038.75,523118.25,5988294.90322613,-5770774.86136364,-1536025.275,518292.398863636,5994158.04542594
