"Plot Title: t3_low_mllmeso"
"#","Date Time, GMT+01:00","X Accel, g (LGR S/N: 21820141, SEN S/N: 21820141)","Coupler Detached (LGR S/N: 21820141)","Host Connected (LGR S/N: 21820141)","Coupler Attached (LGR S/N: 21820141)","Stopped (LGR S/N: 21820141)","End Of File (LGR S/N: 21820141)"
316,30/06/25 13:12:13,-1.025,,,,,
317,30/06/25 13:12:14,-1.025,,,,,
318,30/06/25 13:12:15,-1.025,,,,,
319,30/06/25 13:12:16,-1.025,,,,,
320,30/06/25 13:12:17,-1.075,,,,,
321,30/06/25 13:12:18,-1.025,,,,,
322,30/06/25 13:12:19,-1.025,,,,,
323,30/06/25 13:12:20,-1.025,,,,,
324,30/06/25 13:12:21,-1.025,,,,,
325,30/06/25 13:12:22,-1.025,,,,,
326,30/06/25 13:12:23,-1.025,,,,,
327,30/06/25 13:12:24,-1.025,,,,,
328,30/06/25 13:12:25,-1.025,,,,,
329,30/06/25 13:12:26,-1.025,,,,,
330,30/06/25 13:12:27,-1.025,,,,,
331,30/06/25 13:12:28,-1.025,,,,,
332,30/06/25 13:12:29,-1.025,,,,,
333,30/06/25 13:12:30,-1.025,,,,,
334,30/06/25 13:12:31,-1.025,,,,,
335,30/06/25 13:12:32,-1.025,,,,,
336,30/06/25 13:12:33,-1.025,,,,,
337,30/06/25 13:12:34,-1.025,,,,,
338,30/06/25 13:12:35,-1.025,,,,,
339,30/06/25 13:12:36,-1.025,,,,,
340,30/06/25 13:12:37,-1.025,,,,,
341,30/06/25 13:12:38,-1.025,,,,,
342,30/06/25 13:12:39,-1.025,,,,,
343,30/06/25 13:12:40,-1.025,,,,,
344,30/06/25 13:12:41,-1.025,,,,,
345,30/06/25 13:12:42,-1.025,,,,,
346,30/06/25 13:12:43,-1.025,,,,,
347,30/06/25 13:12:44,-1.025,,,,,
348,30/06/25 13:12:45,-1.025,,,,,
349,30/06/25 13:12:46,-1.025,,,,,
350,30/06/25 13:12:47,-1.025,,,,,
351,30/06/25 13:12:48,-1.025,,,,,
352,30/06/25 13:12:49,-1.025,,,,,
353,30/06/25 13:12:50,-1.025,,,,,
354,30/06/25 13:12:51,-1.025,,,,,
355,30/06/25 13:12:52,-1.025,,,,,
356,30/06/25 13:12:53,-1.025,,,,,
357,30/06/25 13:12:54,-1.025,,,,,
358,30/06/25 13:12:55,-1.025,,,,,
359,30/06/25 13:12:56,-1.025,,,,,
360,30/06/25 13:12:57,-1.025,,,,,
361,30/06/25 13:12:58,-1.025,,,,,
362,30/06/25 13:12:59,-1.025,,,,,
363,30/06/25 13:13:00,-1.025,,,,,
364,30/06/25 13:13:01,-1.025,,,,,
365,30/06/25 13:13:02,-1.050,,,,,
366,30/06/25 13:13:03,-1.025,,,,,
367,30/06/25 13:13:04,-1.025,,,,,
368,30/06/25 13:13:05,-1.025,,,,,
369,30/06/25 13:13:06,-1.025,,,,,
370,30/06/25 13:13:07,-1.025,,,,,
371,30/06/25 13:13:08,-1.025,,,,,
372,30/06/25 13:13:09,-1.025,,,,,
373,30/06/25 13:13:10,-1.025,,,,,
374,30/06/25 13:13:11,-1.025,,,,,
